bird_id,date,start_time,end_time,lat,lon,taxa,behavior,mesohabitat,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon
793,5/9/2019,12:00,14:00,,,Mourning Dove,Sparring,no visual,,13:53,3,,,,,
794,5/9/2019,12:00,14:00,,,Mourning Dove,Sparring,no visual,,13:53,3,,,,,
795,5/9/2019,14:00,16:00,34.77894,-115.66354,Black-throated Sparrow,Calling,shrub,3-Jan,14:05,2,,,,,
796,5/9/2019,14:00,16:00,34.77894,-115.66354,Black-throated Sparrow,Calling,shrub,3-Jan,14:05,2,,,,,
797,5/9/2019,14:00,16:00,,,Black-throated Sparrow,Singing,no visual,,14:10,2,,,,,
798,5/9/2019,14:00,16:00,,,Blue-gray Gnatcatcher,Singing,no visual,,14:15,1,,,,,
799,5/9/2019,14:00,16:00,,,Blue-gray Gnatcatcher,Calling,no visual,,14:23,3,,,,,
800,5/9/2019,14:00,16:00,,,Blue-gray Gnatcatcher,Calling,no visual,,14:23,3,,,,,
801,5/9/2019,14:00,16:00,,,Blue-gray Gnatcatcher,Calling,no visual,,14:23,3,,,,,
802,5/9/2019,14:00,16:00,,,Canyon Wren,Singing,no visual,,14:23,3,,,,,
803,5/9/2019,14:00,16:00,,,Black-throated Sparrow,Singing,no visual,,14:25,2,,,,,
804,5/9/2019,14:00,16:00,,,Black-throated Sparrow,Singing,no visual,,14:25,2,,,,,
805,5/9/2019,14:00,16:00,,,Black-throated Sparrow,Calling,no visual,,14:25,2,,,,,
806,5/9/2019,14:00,16:00,34.78133,-115.66357,Black-throated Sparrow,Calling,shrub,6-Apr,14:30,1,,,,,
807,5/9/2019,14:00,16:00,34.78134,-115.66358,Black-throated Sparrow,Calling,shrub,12-Jul,14:32,1,Rattlesnake in way coordinates about 5 meters east of actual location,,,,
808,5/9/2019,14:00,16:00,34.78134,-115.66358,Black-throated Sparrow,Calling,shrub,12-Jul,14:32,1,Rattlesnake in way coordinates about 5 meters east of actual location,,,,
809,5/9/2019,14:00,16:00,34.78128,-115.66351,Hummingbird,Flying,,,14:34,1,,,,,
810,5/9/2019,14:00,16:00,,,Blue-gray Gnatcatcher,Preening,shrub,28-31,14:55,2,,,,,
811,5/9/2019,14:00,16:00,,,Blue-gray Gnatcatcher,Preening,shrub,28-31,14:55,2,,,,,
812,5/9/2019,14:00,16:00,,,Canyon Wren,Singing,no visual,,15:05,3,,,,,
813,5/9/2019,14:00,16:00,,,Ash-throated Flycatcher,Calling,no visual,,15:09,2,,,,,
814,5/9/2019,14:00,16:00,,,Black-throated Sparrow,Singing,no visual,,15:13,2,,,,,
815,5/9/2019,14:00,16:00,,,House Finch,Singing,no visual,,15:19,3,,,,,
816,5/9/2019,14:00,16:00,34.78193,-115.66363,Costa's Hummingbird,Sitting on Plant,shrub,32-102,15:19,1,,,,,
817,5/9/2019,14:00,16:00,,,Black-tailed Gnatcatcher,Calling,no visual,,15:42,2,,,,,
818,5/9/2019,14:00,16:00,,,Western Tanager,Singing,no visual,,15:55,3,,,,,
819,5/9/2019,14:00,16:00,,,White-throated Swift,Calling,air,,15:19,2,,,,,
820,5/9/2019,14:00,16:00,,,White-throated Swift,Calling,air,,15:19,,,,,,
821.2,5/9/2019,12:00,14:00,,,Black-throated Sparrow,Calling,no visual,,12:41,2,,,,,
838,5/9/2019,12:00,14:00,,,Black-throated Sparrow,Calling,no visual,,12:41,2,,,,,
821,5/10/2019,12:10,14:10,34.78218,-115.66239,Violet-green Swallow,Calling,air,,12:15,1,,,,,
822,,,,,,Blue-gray Gnatcatcher,Calling,no visual,,12:19,2,,,,,
823,,,,,,Blue-gray Gnatcatcher,Calling,no visual,,12:19,2,,,,,
824,,,,,,Black-throated Sparrow,Singing,no visual,,12:33,2,,,,,
825,,,,,,Mourning Dove,Singing,no visual,,12:36,3,,,,,
826,,,,34.78184,-115.66248,Phainopepla,Sitting on Plant,shrub,14-16,12:40,1,,,,,
827,,,,,,Cactus Wren,Singing,no visual,,12:40,2,,,,,
828,,,,34.78116,-115.66264,Northern Mockingbird,Singing,cactus canopy,17-28,12:47,1,,,,,
829,,,,,,Black-throated Sparrow,Calling,no visual,,12:47,2,,,,,
830,,,,,,Black-throated Sparrow,Calling,no visual,,12:47,2,,,,,
831,,,,,,Canyon Wren,Singing,no visual,,12:52,3,,,,,
832,,,,34.78178,-115.66241,Say's Phoebe,Sitting on Plant,shrub,29-37,13:06,2,,,,,
833,,,,34.78176,-115.66241,Black-throated Sparrow,Standing on Ground,cactus understory,,13:06,2,,,,,
834,,,,,,Cactus Wren,Singing,no visual,,13:05,3,,,,,
835,,,,34.78173,-115.66182,Black-throated Sparrow,Foraging,cactus canopy,51-69,13:10,3,,,,,
836,,,,34.78173,-115.66182,Black-throated Sparrow,Foraging,cactus canopy,51-69,13:10,3,,,,,
837,,,,,,Mourning Dove,Standing on Ground,rock,38-50,13:12,3,,,,,
839,,,,,,Black-throated Sparrow,Singing,no visual,,13:38,3,,,,,
840,,,,,,Costa's Hummingbird,Singing,no visual,,13:43,1,,,,,
841,,,,34.78004,-115.66315,Western Wood-Pewee,Flying,cactus canopy,71-163,13:47,1,,,,,
842,,,,34.7788,-115.66298,Western Wood-Pewee,Flying,air,,13:59,1,,,,,
843,,,,34.7788,-115.66298,Western Wood-Pewee,Flying,air,,13:59,1,,,,,
844,,,,,,Black-throated Sparrow,Singing,no visual,,14:00,2,,,,,
845,,,,,,Canyon Wren,Singing,no visual,,14:10,3,,,,,
846,,,,,,Black-throated Sparrow,Calling,no visual,,14:10,1,,,,,
847,,,,34.77895,-115.66429,Black-throated Sparrow,Foraging,shrub,164-205,14:17,1,,,,,
848,,,,34.77895,-115.66429,Black-throated Sparrow,Foraging,shrub,164-205,14:17,1,,,,,
849,,,,34.77908,-115.66402,Hummingbird,Flying,air,,14:20,1,,,,,
850,,,,,,Northern Mockingbird,Flying,air,,14:35,2,,,,,
851,,,,34.7794,-115.664,Black-throated Sparrow,Sparring,shrub,,14:39,1,,,,,
852,,,,34.7794,-115.664,Black-throated Sparrow,Sparring,shrub,,14:39,1,,,,,
853,,,,34.78094,-115.66364,Black-throated Sparrow,Flying,shrub,223,14:35,1,,,,,
854,,,,34.78094,-115.66364,Black-throated Sparrow,Flying,shrub,223,14:35,1,,,,,
855,,,,34.78094,-115.66364,Black-throated Sparrow,Flying,shrub,223,14:35,1,,,,,
856,,,,34.78094,-115.66364,Black-throated Sparrow,Flying,shrub,223,14:35,1,,,,,
857,,,,34.78094,-115.66364,Black-throated Sparrow,Flying,shrub,223,14:35,1,,,,,
858,,,,,,Blue-gray Gnatcatcher,Calling,no visual,,14:55,1,,,,,
859,,,,,,Blue-gray Gnatcatcher,Calling,no visual,,14:55,1,,,,,
860,,,,,,Canyon Wren,Singing,no visual,,14:55,3,,,,,
861,,,,34.78104,-115.6635,Black-throated Sparrow,Standing on Ground,gravel,,14:57,1,,,,,
862,,,,34.7812,-115.66363,Black-throated Sparrow,Sitting on Plant,gravel,227-229,15:01,1,,,,,
863,,,,34.78196,-115.66363,Nashville Warbler,Calling,shrub,230-255,15:24,1,,,,,
864,,,,,,Black-throated Sparrow,Singing,no visual,,15:29,2,,,,,
865,,,,,,Black-throated Sparrow,Singing,no visual,,15:39,2,,,,,
866,,,,,,Blue-gray Gnatcatcher,Calling,no visual,,15:42,1,,,,,
867,,,,34.78259,-115.66328,Hummingbird,Flying,air,,15:50,1,,,,,
868,,,,,,Ash-throated Flycatcher,Calling,no visual,,15:52,2,,,,,
869,,,,34.78309,-115.66299,Black-throated Sparrow,Walking,gravel,,15:58,1,,,,,
870,,,,,,Gambel's Quail,Calling,no visual,,16:01,3,,,,,
871,,,,34.78296,-115.66313,Blue-gray Gnatcatcher,Singing,shrub,,16:07,1,,,,,
872,,,,,,Canyon Wren,Singing,no visual,,16:08,3,,,,,
